%
%
% ent dat.name dat.joined dat.species dat.coloring dat.gender dat.birthday dat.age dat.hometown dat.favorite_toy dat.favorite_activity dat.favorite_food
"1883" "Kai" "April 18, 2006" "Hamster (Russian)" "Grey" "Female" "March 1, 2006" "Gone to Hamster Heaven" "Stamford, CT&nbsp; United States" "Wheel" "Wheel" "sunflower seed"
"1884" "Perkins" "August 13, 2004" "Hamster (Dwarf)" "Argente" "Male" "July 1, 2004" "Gone to Hamster Heaven" "..., CT&nbsp; United States" "his sandbox" "his sandbox" "millet"
"1885" "Mr. Hamster" "August 13, 2004" "Hamster (Dwarf)" "Argente" "Male" "December 1, 2002" "Gone to Hamster Heaven" "..., CT&nbsp; United States" "his hammock" "his hammock" "broccoli"
"1886" "Weatherby" "August 13, 2004" "Hamster (Dwarf)" "Blue Fawn" "Male" "July 1, 2004" "Gone to Hamster Heaven" "..., CT&nbsp; United States" "his wheel" "his wheel" "tofu"
"1887" "Truffles" "March 23, 2009" "Hamster (Syrian)" "Black" "Female" "April 20, 2008" "46 months" "Falls Church, VA&nbsp; United States" "her food tray" "her food tray" "pancakes"
"1888" "Vegemite" "March 23, 2009" "Hamster (Syrian)" "Black" "Male" "August 1, 2008" "42 months" "Falls Church, VA&nbsp; United States" "his cut-off tube sock" "his cut-off tube sock" "anything he can eat while still half asleep"
"1889" "Theodore" "August 28, 2004" "Hamster (Teddy Bear)" "Golden Banded" "Male" "August 29, 2003" "Gone to Hamster Heaven" "Edmonton, AB&nbsp; Canada" "Wheel" "Wheel" "Raisins"
"1890" "Scuffledig" "March 31, 2005" "Gerbil (Common)" "Agouti" "Male" "February 20, 2005" "Gone to Gerbil Heaven" "Morrisville, NC&nbsp; United States" "Tailchaser" "Tailchaser" "Sunflower seeds."
"1891" "Tailchaser" "March 31, 2005" "Gerbil (Common)" "Black" "Male" "February 20, 2005" "Gone to Gerbil Heaven" "Morrisville, NC&nbsp; United States" "The wooden hidey-house" "The wooden hidey-house" "Mix"
"1892" "Osiris" "July 19, 2008" "Hamster (Dwarf)" "Silver" "Male" "February 20, 2008" "Gone to Hamster Heaven" "Dacono, CO&nbsp; United States" "Purple Running Wheel and Kleenex" "Purple Running Wheel and Kleenex" "Sunflower Seeds, Peanut Butter &amp; Cheese"
"1893" "Bitty" "November 20, 2004" "Hamster (Syrian)" "Grey" "Female" "October 3, 2002" "Gone to Hamster Heaven" "Minneapolis, MN&nbsp; United States" "apple tree sticks" "apple tree sticks" "tofu chunks, pumpkin"
"1894" "Iris" "December 23, 2004" "Gerbil (Unknown)" "Grey" "Female" "January 1, 2004" "Gone to Gerbil Heaven" "Charlotte, NC&nbsp; United States" "toilet paper rolls" "toilet paper rolls" "sunflower seeds"
"1895" "Ezra" "December 23, 2004" "Gerbil (Unknown)" "Golden" "Female" "January 1, 2004" "Gone to Gerbil Heaven" "Charlotte, NC&nbsp; United States" "anything made of paper" "anything made of paper" "sunflower seeds"
"1896" "Skippy" "January 13, 2005" "Hamster (Dwarf)" "Blue" "Male" "December 6, 2004" "Gone to Hamster Heaven" "Templeton, MA&nbsp; United States" "Paper Towel Tube" "Paper Towel Tube" "Carrots"
"1897" "Blondo" "January 3, 2005" "Hamster (Teddy Bear)" "Blonde" "Male" "November 25, 2004" "Gone to Hamster Heaven" "Albany, OR&nbsp; United States" "Chew sticks, wood, cardboard, anything to chew on!" "Chew sticks, wood, cardboard, anything to chew on!" "Chew sticks, yogurt treats"
"1898" "Mindie" "January 3, 2005" "Hamster (Dwarf)" "Grey" "Female" "August 1, 2004" "Gone to Hamster Heaven" "Albany, OR&nbsp; United States" "Her wheel" "Her wheel" "Yogie treats"
"1899" "Delmonico" "May 12, 2009" "Hamster (Syrian)" "Black" "Male" "January 21, 2009" "37 months" "Oswego, NY&nbsp; United States" "chewing cage bars" "chewing cage bars" "melon, broccoli, turkey, scrambled eggs"
"1900" "Nono" "June 15, 2006" "Hamster (Dwarf)" "Beige" "Female" "December 11, 2005" "Gone to Hamster Heaven" "Vancouver, BC&nbsp; Canada" "human fingers =_=" "human fingers =_=" "human fingers :P"
"1901" "Whitewhite" "June 15, 2006" "Hamster (Dwarf)" "Smoke Pearl" "Male" "January 14, 2006" "Gone to Hamster Heaven" "Vancouver, BC&nbsp; Canada" "hamster wheel" "hamster wheel" "spray millet"
"1902" "Kona" "January 23, 2005" "Hamster (Unknown)" "Black" "Male" "June 1, 2002" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Chicago, IL&nbsp; United States" "Chicago, IL&nbsp; United States" "Hamster Ravioli"
"1903" "Niko" "January 23, 2005" "Hamster (Siberian)" "Black Banded" "Male" "December 1, 2001" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Chicago, IL&nbsp; United States" "Chicago, IL&nbsp; United States" "Hamster Ravioli"
"1904" "Pugg" "January 23, 2005" "Hamster (Unknown)" "Agouti Yellow" "Male" "June 10, 2004" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Chicago, IL&nbsp; United States" "Chicago, IL&nbsp; United States" "Lettuce"
"1905" "Milo" "March 1, 2005" "Hamster (Dwarf)" "Albino" "Male" "December 11, 2004" "Gone to Hamster Heaven" "Windsor, CT&nbsp; United States" "Windsor, CT&nbsp; United States" "Windsor, CT&nbsp; United States" "Sunflower Seeds"
"1906" "Jonas" "November 6, 2005" "Hamster (Syrian)" "Black" "Male" "July 1, 2005" "Gone to Hamster Heaven" "New Bedford, MA&nbsp; United States" "Cage bars, both for chewing and climbing" "Cage bars, both for chewing and climbing" "Sunflower seeds"
"1907" "Buttons" "March 1, 2005" "Hamster (Syrian)" "Sable" "Male" "January 1, 2001" "Gone to Hamster Heaven" "Glasgow,  United Kingdom" "Hamster Ball" "Hamster Ball" "Quorn"
"1908" "Ebony" "April 21, 2005" "Hamster (Dwarf)" "Black" "Female" "April 9, 2005" "Gone to Hamster Heaven" "Cambridge, ON&nbsp; Canada" "she loves to play in the bedding" "she loves to play in the bedding" "strawberries"
"1909" "Ivory" "April 21, 2005" "Hamster (Dwarf)" "Argente" "Female" "January 1, 2005" "Gone to Hamster Heaven" "Cambridge, ON&nbsp; Canada" "her bed" "her bed" "carrots"
"1910" "Mo Ninja (R.I.P.)" "June 10, 2007" "Hamster (Syrian)" "Sable Banded" "Male" "April 20, 2007" "Gone to Hamster Heaven" "Corvallis, OR&nbsp; United States" "His wheel" "His wheel" "Anything yummy!"
"1911" "Ted" "August 11, 2009" "Hamster (Teddy Bear)" "Blonde" "Male" "July 1, 2008" "43 months" "Hicksville, NY&nbsp; United States" "hamster ball" "hamster ball" "corn"
"1912" "Capone" "March 30, 2009" "Gerbil (Unknown)" "Agouti" "Male" "January 1, 2007" "61 months" "Allston, MA&nbsp; United States" "Allston, MA&nbsp; United States" "Allston, MA&nbsp; United States" "Allston, MA&nbsp; United States"
"1913" "Mario" "March 17, 2007" "Gerbil (Mongolian)" "Silver" "Male" "June 15, 2006" "Gone to Gerbil Heaven" "Asheville, NC&nbsp; United States" "His Bed" "His Bed" "Bananas"
"1914" "Pollux" "May 21, 2006" "Hamster (Dwarf)" "Opal" "Male" "May 17, 2006" "Gone to Hamster Heaven" "Hillsborough, NC&nbsp; United States" "Hillsborough, NC&nbsp; United States" "Hillsborough, NC&nbsp; United States" "sunflower seeds"
"1915" "Hammy" "June 11, 2005" "Hamster (Syrian)" "Golden Banded" "Male" "March 1, 2005" "Gone to Hamster Heaven" "Calgary, AB&nbsp; Canada" "wheel, his deck, my dad's shirt pockets, his ball and me!" "wheel, his deck, my dad's shirt pockets, his ball and me!" "living world hamster drops - honey flavour, apple and fresh vegs."
"1916" "Jack" "August 29, 2005" "Hamster (Teddy Bear)" "Albino" "Male" "July 20, 2005" "Gone to Hamster Heaven" "Calgary, AB&nbsp; Canada" "spaceship" "spaceship" "living world drops - honey flavour"
"1917" "Nana" "June 11, 2005" "Hamster (Dwarf)" "Slate" "Female" "December 1, 2004" "Gone to Hamster Heaven" "Calgary, AB&nbsp; Canada" "her sister, her wheel, her ball and her spaceship" "her sister, her wheel, her ball and her spaceship" "living world hamster drops - honey flavour"
"1918" "Narcoleptic" "June 11, 2005" "Hamster (Dwarf)" "Sapphire" "Male" "December 1, 2004" "Gone to Hamster Heaven" "Calgary, AB&nbsp; Canada" "his wheel" "his wheel" "living world hamster drops - honey flavour"
"1919" "Princess" "August 29, 2005" "Hamster (Dwarf)" "Smoke Pearl" "Female" "December 1, 2004" "Gone to Hamster Heaven" "Calgary, AB&nbsp; Canada" "chop-sticks" "chop-sticks" "living world drops - honey flavour"
"1920" "Lilly" "January 13, 2007" "Hamster (Syrian)" "Fawn" "Female" "December 13, 2006" "62 months" "Lakeland, FL&nbsp; United States" "The Potty" "The Potty" "Hamster Healthy Bits"
"1921" "Patrick(RIP)" "January 15, 2007" "Hamster (Teddy Bear)" "Black Banded" "Male" "December 11, 2006" "Gone to Hamster Heaven" "Ottawa Valley, ON&nbsp; Canada" "Habitrail tubes, wheel" "Habitrail tubes, wheel" "dried corn, carrots, dog biscuits"
"1922" "Digger" "August 16, 2005" "Hamster (Syrian)" "Cinnamon" "Male" "June 16, 2005" "Gone to Hamster Heaven" "Moscow,  Russian Federation" "my hand" "my hand" "popcorn"
"1923" "Tikkin" "August 16, 2005" "Hamster (Syrian)" "Mottled" "Male" "April 17, 2002" "Gone to Hamster Heaven" "Moscow,  Russian Federation" "wheel" "wheel" "apples"
"1924" "Bonnie" "August 18, 2005" "Hamster (Syrian)" "Black Banded" "Female" "June 20, 2005" "Gone to Hamster Heaven" "Toronto, ON&nbsp; Canada" "Silent Spinner wheel, excercise ball" "Silent Spinner wheel, excercise ball" "Yogurt treats, &quot;donuts&quot;"
"1925" "Silent Bob" "August 18, 2005" "Hamster (Syrian)" "Beige" "Female" "November 31, 2004" "Gone to Hamster Heaven" "Toronto, ON&nbsp; Canada" "Silent Spinner wheel" "Silent Spinner wheel" "Silent Spinner wheel"
"1926" "Arinna" "June 23, 2006" "Gerbil (Unknown)" "White" "Female" "November 20, 2004" "Gone to Gerbil Heaven" "Raleigh, NC&nbsp; United States" "Food!  Why chew it if you can't eat it?" "Food!  Why chew it if you can't eat it?" "Anything!"
"1927" "Idalia" "June 23, 2006" "Gerbil (Unknown)" "Agouti" "Female" "April 1, 2005" "Gone to Gerbil Heaven" "Raleigh, NC&nbsp; United States" "No favorite yet" "No favorite yet" "Anything I put in the cage, likes her basic food."
"1928" "Ushi-katsu McFlufferson" "November 16, 2011" "Hamster (Dwarf)" "Agouti" "Male" "February 23, 2011" "12 months" "Tallahassee, FL&nbsp; United States" "Wheel" "Wheel" "Sunflower and Pumpkin seeds"
"1929" "Dewey" "April 21, 2006" "Hamster (Syrian)" "Nutmeg" "Male" "September 1, 2005" "Gone to Hamster Heaven" "Southampton,  United Kingdom" "His twirly ladder" "His twirly ladder" "Apple"
"1930" "Sr Patascas" "January 25, 2008" "Hamster (Syrian)" "Sable Banded" "Male" "September 20, 2007" "53 months" "Buenos Aires,  Argentina" "Ball" "Ball" "Nestum &amp; bananas"
"1931" "Toffee" "June 30, 2006" "Hamster (Syrian)" "Golden" "Female" "April 4, 2006" "Gone to Hamster Heaven" "Worthing,  United Kingdom" "Worthing,  United Kingdom" "Worthing,  United Kingdom" "Worthing,  United Kingdom"
"1932" "Parma Ham" "March 16, 2009" "Hamster (Syrian)" "Albino" "Male" "February 1, 2009" "36 months" "Tai Po,  Hong Kong" "wood sticks" "wood sticks" "sunflower seeds"
"1933" "Smokey Puff" "March 16, 2009" "Hamster (Syrian)" "Smoke Pearl" "Female" "January 15, 2009" "37 months" "Tai Po,  Hong Kong" "mousy house" "mousy house" "alfalfa hay"
"1934" "Pashmina" "November 15, 2005" "Hamster (Unknown)" "Beige" "Female" "August 1, 2004" "Gone to Hamster Heaven" "Bloomington, IN&nbsp; United States" "the cage" "the cage" "sunflower seeds"
"1935" "Falstaffe" "November 26, 2005" "Hamster (Dwarf)" "Agouti" "Male" "September 1, 2004" "Gone to Hamster Heaven" "Bloomington, IN&nbsp; United States" "carrot biscuit" "carrot biscuit" "sunflower seeds"
"1936" "Smoss" "April 20, 2006" "Hamster (Teddy Bear)" "Agouti" "Male" "November 20, 2005" "Gone to Hamster Heaven" "Brooklyn, NY&nbsp; United States" "wheel" "wheel" "yogies"
"1937" "Ramona" "March 21, 2006" "Hamster (Syrian)" "Tortoise Shell" "Female" "July 18, 2005" "Gone to Hamster Heaven" "Cypress, CA&nbsp; United States" "Cage bars? Haha" "Cage bars? Haha" "Strawberries"
"1938" "Nibbles" "January 9, 2006" "Hamster (Teddy Bear)" "Blonde" "Male" "June 1, 2005" "Gone to Hamster Heaven" "Virginia Beach, VA&nbsp; United States" "Pretzles" "Pretzles" "Kellogs Crispix"
"1939" "Snuggles" "January 9, 2006" "Hamster (Teddy Bear)" "Honey" "Male" "June 1, 2005" "Gone to Hamster Heaven" "Virginia Beach, VA&nbsp; United States" "Pretzles" "Pretzles" "Kellogs Crispix and Pumkin Seeds"
"1940" "Mary Jane" "March 2, 2007" "Hamster (Dwarf)" "Black" "Female" "January 24, 2007" "61 months" "Port Orange, FL&nbsp; United States" "Chew Stick" "Chew Stick" "Seed Treat"
"1941" "Pete" "March 10, 2006" "Hamster (Dwarf)" "Grey" "Male" "June 1, 2005" "Gone to Hamster Heaven" "Port Orange, FL&nbsp; United States" "His Wooden House" "His Wooden House" "Treat Stick"
"1942" "Sunny" "March 10, 2006" "Hamster (Dwarf)" "Grey" "Male" "June 1, 2005" "Gone to Hamster Heaven" "Port Orange, FL&nbsp; United States" "His miniature volkswagon" "His miniature volkswagon" "Yogurt Drops"
"1943" "Arabella Strange" "March 11, 2006" "Hamster (Syrian)" "Cinnamon" "Female" "June 25, 2005" "Gone to Hamster Heaven" "Bath,  United Kingdom" "Her food dish. She throws it around. :D" "Her food dish. She throws it around. :D" "Her food dish. She throws it around. :D"
"1944" "Shanghai" "March 12, 2006" "Hamster (Syrian)" "Cream" "Female" "May 20, 2004" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Wheel" "Wheel" "PB&amp;J and cream cheese"
"1945" "HollyWood" "March 12, 2006" "Hamster (Unknown)" "Grey" "Female" "July 10, 2005" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Tubes and Wheel" "Tubes and Wheel" "Corn, sunflower seeds, bread"
"1946" "Pinto" "March 12, 2006" "Hamster (Unknown)" "Cinnamon Banded" "Male" "March 30, 2002" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Wheel" "Wheel" "Big fan of sunflower seeds and yogurt"
"1947" "Ralph" "March 21, 2006" "Hamster (Syrian)" "Cream" "Male" "June 23, 2004" "Gone to Hamster Heaven" "Derby,  United Kingdom" "Comfort wheel" "Comfort wheel" "grapes"
"1948" "Elmo" "March 21, 2006" "Hamster (Syrian)" "Brown" "Male" "March 3, 2006" "Gone to Hamster Heaven" "Derby,  United Kingdom" "Derby,  United Kingdom" "Derby,  United Kingdom" "Derby,  United Kingdom"
"1949" "Oreo" "April 1, 2006" "Hamster (Dwarf)" "Tortoise Shell" "Female" "February 17, 2006" "Gone to Hamster Heaven" "Hanover, ON&nbsp; Canada" "Wheel" "Wheel" "yogurt drops"
"1950" "Chocolate" "April 1, 2006" "Hamster (Dwarf)" "Black Banded" "Male" "February 17, 2006" "Gone to Hamster Heaven" "Hanover, ON&nbsp; Canada" "wheel" "wheel" "doughnuts"
"1951" "Storm" "June 28, 2006" "Hamster (Dwarf)" "Black" "Male" "April 19, 2006" "Gone to Hamster Heaven" "Hanover, ON&nbsp; Canada" "doughnuts" "doughnuts" "classic"
"1952" "April Showers" "April 2, 2006" "Hamster (Dwarf)" "Grey" "Female" "September 1, 2004" "Gone to Hamster Heaven" "Austin, TX&nbsp; United States" "Maya the cat. She makes an EXCELLENT chew toy." "Maya the cat. She makes an EXCELLENT chew toy." "Sunflower seeds; the catfood shaped food pieces; sesamie treats"
"1953" "Leaven" "December 10, 2006" "Hamster (Dwarf)" "Beige" "Female" "October 21, 2006" "Gone to Hamster Heaven" "Austin, TX&nbsp; United States" "the wheel" "the wheel" "not sure"
"1954" "Yuna" "August 13, 2006" "Hamster (Dwarf)" "Cream" "Female" "May 10, 2006" "Gone to Hamster Heaven" "Austin, TX&nbsp; United States" "Austin, TX&nbsp; United States" "Austin, TX&nbsp; United States" "ANYTHING! Yogurt drops."
"1955" "Zi" "August 13, 2006" "Hamster (Siberian)" "Tortoise Shell" "Female" "May 10, 2006" "Gone to Hamster Heaven" "Austin, TX&nbsp; United States" "Austin, TX&nbsp; United States" "Austin, TX&nbsp; United States" "Austin, TX&nbsp; United States"
"1956" "Buttons" "April 13, 2006" "Hamster (Unknown)" "Brown" "Male" "February 12, 2005" "Gone to Hamster Heaven" "Coventry, CA&nbsp; United States" "tube" "tube" "normal hamster food"
"1957" "Mr Snuggles" "April 13, 2006" "Hamster (Unknown)" "Golden" "Male" "January 8, 2005" "Gone to Hamster Heaven" "Coventry, CA&nbsp; United States" "a toy i made him or the corner of the cage" "a toy i made him or the corner of the cage" "hamster food,treats or maybe lettuce"
"1958" "Princess Cookie" "April 18, 2006" "Gerbil (Mongolian)" "Agouti" "Female" "September 22, 2003" "Gone to Gerbil Heaven" "London,  United Kingdom" "Good old fashioned toilet roll!" "Good old fashioned toilet roll!" "My homework or anything else important."
"1959" "Munchkin" "April 18, 2006" "Gerbil (Unknown)" "Blue" "Female" "September 22, 2003" "Gone to Gerbil Heaven" "London,  United Kingdom" "Good old fashioned toilet roll!" "Good old fashioned toilet roll!" "My homework or anything else important."
"1960" "Q-tip" "April 26, 2006" "Hamster (Teddy Bear)" "Cream" "Female" "January 28, 2006" "Gone to Hamster Heaven" "Clarksville, VA&nbsp; United States" "Wheel" "Wheel" "Not sure yet"
"1961" "Reese" "April 16, 2009" "Hamster (Syrian)" "Blue Fawn" "Female" "March 3, 2009" "Gone to Hamster Heaven" "Standish, ME&nbsp; United States" "Standish, ME&nbsp; United States" "Standish, ME&nbsp; United States" "nuts"
"1964" "Bijou" "July 15, 2008" "Hamster (Syrian)" "Brown" "Female" "February 26, 2008" "48 months" "Lima, OH&nbsp; United States" "Lima, OH&nbsp; United States" "Lima, OH&nbsp; United States" "Lima, OH&nbsp; United States"
"1965" "Capachino" "July 15, 2008" "Hamster (Teddy Bear)" "Grey" "Male" "August 31, 2007" "54 months" "Lima, OH&nbsp; United States" "Wheel" "Wheel" "None"
"1966" "Panda" "July 15, 2008" "Hamster (Unknown)" "Black Banded" "Female" "April 9, 2008" "46 months" "Lima, OH&nbsp; United States" "Lima, OH&nbsp; United States" "Lima, OH&nbsp; United States" "Lima, OH&nbsp; United States"
"1967" "Runt" "July 15, 2008" "Hamster (Unknown)" "Black" "Male" "June 28, 2008" "Gone to Hamster Heaven" "Lima, OH&nbsp; United States" "Lima, OH&nbsp; United States" "Lima, OH&nbsp; United States" "Lima, OH&nbsp; United States"
"1968" "Squiggles" "July 26, 2008" "Hamster (Unknown)" "Black" "Male" "June 28, 2008" "44 months" "Lima, OH&nbsp; United States" "Ball" "Ball" "Peas"
"1969" "Tiny" "June 19, 2006" "Hamster (Syrian)" "Cream" "Male" "December 12, 2005" "Gone to Hamster Heaven" "New Carlisle, OH&nbsp; United States" "Chewing block" "Chewing block" "Seeds"
"1970" "Muffin" "November 26, 2006" "Hamster (Unknown)" "Pudding" "Female" "July 21, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore" "Sunflower seeds"
"1971" "Zenki" "June 25, 2006" "Hamster (Syrian)" "Golden Banded" "Male" "December 4, 2001" "Gone to Hamster Heaven" "Columbia, KY&nbsp; United States" "Wheel, Human, Keyboard, Son" "Wheel, Human, Keyboard, Son" "Yog-drops, Bananas, Yu-gi-oh t-shirts"
"1972" "Hikage" "June 25, 2006" "Hamster (Syrian)" "Grey" "Female" "April 1, 2003" "Gone to Hamster Heaven" "Columbia, KY&nbsp; United States" "Crazy spinning wheel, Gohan" "Crazy spinning wheel, Gohan" "Yog-drops"
"1973" "Ukyo" "June 25, 2006" "Hamster (Syrian)" "Cream" "Female" "March 1, 2002" "Gone to Hamster Heaven" "Columbia, KY&nbsp; United States" "Wheel, Hamster Ball, Hands" "Wheel, Hamster Ball, Hands" "Carrot"
"1974" "Gus" "December 16, 2006" "Hamster (Syrian)" "Brown" "Male" "September 21, 2006" "65 months" "Southampton,  United Kingdom" "see-saw" "see-saw" "carrots, bread"
"1975" "Cream" "July 11, 2006" "Hamster (Syrian)" "Golden Banded" "Female" "March 4, 2004" "Gone to Hamster Heaven" "Naperville, IL&nbsp; United States" "my water bottle, my wheel, the bars of my cage" "my water bottle, my wheel, the bars of my cage" "carrots, grapes, bok choy, bananas, the works"
"1976" "Peaches" "July 11, 2006" "Hamster (Syrian)" "Golden Banded" "Female" "March 4, 2004" "Gone to Hamster Heaven" "Naperville, IL&nbsp; United States" "my wheel and the bars of my cage" "my wheel and the bars of my cage" "grapes, bananas, carrots, bok choy, almonds, and soy nuts"
"1977" "Honey" "July 11, 2006" "Hamster (Dwarf)" "Brown" "Female" "May 17, 2005" "Gone to Hamster Heaven" "USA, SC&nbsp; United States" "wheel" "wheel" "dried corn rows"
"1978" "bear" "July 11, 2006" "Hamster (Dwarf)" "Brown" "Female" "May 14, 2005" "Gone to Hamster Heaven" "USA, SC&nbsp; United States" "a human finger" "a human finger" "nuts"
"1979" "Monster" "January 21, 2010" "Hamster (Dwarf)" "Black" "Male" "December 20, 2009" "Gone to Hamster Heaven" "Kansas City, MO&nbsp; United States" "Kansas City, MO&nbsp; United States" "Kansas City, MO&nbsp; United States" "Kansas City, MO&nbsp; United States"
"1980" "Neeka" "March 5, 2008" "Hamster (Russian)" "White" "Female" "December 30, 2007" "Gone to Hamster Heaven" "Kansas City, MO&nbsp; United States" "Kansas City, MO&nbsp; United States" "Kansas City, MO&nbsp; United States" "Forti-Diet"
"1981" "Twinkle Toes" "January 21, 2010" "Hamster (Roborovskii)" "Grey" "Female" "September 1, 2008" "Gone to Hamster Heaven" "Kansas City, MO&nbsp; United States" "Kansas City, MO&nbsp; United States" "Kansas City, MO&nbsp; United States" "Kansas City, MO&nbsp; United States"
"1982" "Ivory" "July 14, 2006" "Hamster (Unknown)" "White" "Female" "March 12, 2006" "Gone to Hamster Heaven" "Cuyahoga Falls, OH&nbsp; United States" "wooden rod" "wooden rod" "anything or carrots"
"1983" "Holly" "April 19, 2007" "Hamster (Teddy Bear)" "Agouti" "Female" "June 13, 2006" "Gone to Hamster Heaven" "Cuyahoga Falls, OH&nbsp; United States" "Wooden Rod" "Wooden Rod" "Seeds"
"1984" "Midnight" "July 14, 2006" "Hamster (Unknown)" "Black" "Female" "March 12, 2006" "Gone to Hamster Heaven" "Cuyahoga Falls, OH&nbsp; United States" "wheel" "wheel" "anything"
"1985" "Nighty" "April 19, 2007" "Hamster (Teddy Bear)" "Agouti" "Male" "March 6, 2001" "Gone to Hamster Heaven" "Cuyahoga Falls, OH&nbsp; United States" "Me!" "Me!" "Sunflowers"
"1986" "Mimi &amp; Pepita" "June 11, 2009" "Gerbil (Mongolian)" "Black" "Female" "December 15, 2006" "62 months" "Grand Rapids, MI&nbsp; United States" "Pink wheel" "Pink wheel" "Gerbil food!"
"1987" "Apricot" "July 26, 2008" "Hamster (Roborovskii)" "Fawn" "Female" "June 21, 2007" "Gone to Hamster Heaven" "Anchorage, AK&nbsp; United States" "Wheel" "Wheel" "Millet"
"1988" "Pecan" "July 26, 2008" "Hamster (Chinese)" "Agouti" "Male" "January 26, 2008" "Gone to Hamster Heaven" "Anchorage, AK&nbsp; United States" "Wheel" "Wheel" "Lettuce, Millet."
"1989" "Princess Diana" "January 6, 2007" "Hamster (Dwarf)" "Grey" "Female" "July 1, 2006" "Gone to Hamster Heaven" "Fort Wayne, IN&nbsp; United States" "wheel" "wheel" "yogurt drops"
"1990" "‚j‚`‚j‚`" "August 27, 2008" "Hamster (Dwarf)" "Grey" "Female" "April 1, 2007" "Gone to Hamster Heaven" "OSAKA,  Japan" "OSAKA,  Japan" "OSAKA,  Japan" "OSAKA,  Japan"
"1991" "‚l‚t" "August 27, 2008" "Hamster (Dwarf)" "White" "Female" "September 1, 2002" "Gone to Hamster Heaven" "OSAKA,  Japan" "OSAKA,  Japan" "OSAKA,  Japan" "OSAKA,  Japan"
"1992" "(The Angel) Peaches The Great" "July 22, 2006" "Hamster (Teddy Bear)" "Golden" "Female" "May 10, 2005" "Gone to Hamster Heaven" "West Hills, CA&nbsp; United States" "She loved her stuffed cheese thing." "She loved her stuffed cheese thing." "Anything she can chew!"
"1993" "Harmony" "August 5, 2006" "Hamster (Unknown)" "White" "Female" "March 10, 2005" "Gone to Hamster Heaven" "West Hills, CA&nbsp; United States" "Unknown" "Unknown" "Cheez-It"
"1994" "Miracle" "August 5, 2006" "Hamster (Unknown)" "Grey" "Female" "January 1, 2005" "Gone to Hamster Heaven" "West Hills, CA&nbsp; United States" "Unknown" "Unknown" "Unknown"
"1995" "Pepper" "August 5, 2006" "Hamster (Unknown)" "Black Banded" "Female" "January 5, 2000" "Gone to Hamster Heaven" "West Hills, CA&nbsp; United States" "Hammie Toys" "Hammie Toys" "CHEERIOS!"
"1996" "Pudding" "January 10, 2008" "Hamster (Teddy Bear)" "Golden" "Female" "June 3, 2007" "56 months" "West Hills, CA&nbsp; United States" "Butt" "Butt" "Everything"
"1997" "Oreo" "August 22, 2006" "Hamster (Dwarf)" "Dove" "Male" "July 10, 2006" "Gone to Hamster Heaven" "New City, NY&nbsp; United States" "she loves to chew on everything" "she loves to chew on everything" "EVERYTHING"
"1998" "Whitie" "July 25, 2006" "Hamster (Teddy Bear)" "Brown" "Female" "April 5, 2005" "Gone to Hamster Heaven" "Halifax, MA&nbsp; United States" "Halifax, MA&nbsp; United States" "Halifax, MA&nbsp; United States" "sunflower seeds"
"1999" "Chocolate" "January 1, 2007" "Hamster (Teddy Bear)" "Chocolate" "Female" "January 1, 2007" "61 months" "Halifax, MA&nbsp; United States" "Halifax, MA&nbsp; United States" "Halifax, MA&nbsp; United States" "Halifax, MA&nbsp; United States"
"2000" "panda" "July 26, 2006" "Hamster (Syrian)" "Black Banded" "Female" "April 1, 2006" "Gone to Hamster Heaven" "Salinas, CA&nbsp; United States" "wood block" "wood block" "sun flower seeds"
"2001" "zee" "July 26, 2006" "Hamster (Unknown)" "Golden Banded" "Male" "June 15, 2006" "Gone to Hamster Heaven" "Salinas, CA&nbsp; United States" "Salinas, CA&nbsp; United States" "Salinas, CA&nbsp; United States" "???"
"2002" "Hammie" "July 30, 2006" "Hamster (Syrian)" "Cinnamon Banded" "Female" "October 1, 2004" "Gone to Hamster Heaven" "Arlington, VA&nbsp; United States" "Toilet Paper Rolls" "Toilet Paper Rolls" "Berries"
"2003" "Cadbury" "March 9, 2009" "Hamster (Syrian)" "Golden" "Male" "February 14, 2009" "36 months" "Arlington, VA&nbsp; United States" "Arlington, VA&nbsp; United States" "Arlington, VA&nbsp; United States" "Arlington, VA&nbsp; United States"
"2004" "Fishie" "July 30, 2006" "Hamster (Syrian)" "Mottled" "Female" "April 4, 2006" "Gone to Hamster Heaven" "Arlington, VA&nbsp; United States" "Her ball" "Her ball" "Berries and Banana Chips"
"2005" "Mackenzie" "June 21, 2007" "Hamster (Russian)" "Agouti" "Female" "May 1, 2007" "Gone to Hamster Heaven" "Arlington, VA&nbsp; United States" "Wheel" "Wheel" "Cheerios"
"2006" "Madison" "June 21, 2007" "Hamster (Russian)" "Argente" "Female" "May 1, 2007" "Gone to Hamster Heaven" "Arlington, VA&nbsp; United States" "Wheel" "Wheel" "Cheerios"
